"wkreis_nr";"partei";"titel";"nname";"vname";"geb_jahr";"ges";"beruf";"wohnort";"listenplatz";"alter";"alter_kat";"name";"wkreis_2017_bez";"erststimm_perc";"MdL_2017";"stimme";"wahl"
"58";"CDU";"van";"Beek";"Sascha";"1983";"m";"Gesundheits- und Krankenpfleger";"Alpen";"106";"39";"35-44 J.";"Sascha Beek";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"104";"CDU";NA;"Ebbert";"Alexander";"1992";"m";"Industriefachwirt";"Breckerfeld";"107";"30";"25-34 J.";"Alexander Ebbert";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Wieczorek";"Beatrix";"1964";"w";"Dipl.-Ingenieurin Architektur";"Unna";"108";"58";"55-64 J.";"Beatrix Wieczorek";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"40";"CDU";NA;"Sträßer";"Martin";"1959";"m";"Mitglied des Landtages, Jurist";"Wülfrath";"109";"63";"55-64 J.";"Martin Sträßer";"Mettmann IV";"38,5";"Ja";"erststimme";"Direkt"
"54";"CDU";NA;"Wolters";"Stephan";"1967";"m";"Bankbetriebswirt, Land- und Forstwirt";"Geldern";"110";"55";"55-64 J.";"Stephan Wolters";NA;NA;"Nein";NA;"Direkt"
NA;"CDU";NA;"Brauer";"Kerstin";"1972";"w";"Polizeibeamtin";"Lennestadt";"111";"50";"45-54 J.";"Kerstin Brauer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"9";"CDU";NA;"Krückel";"Bernd";"1964";"m";"Steuerberater, Mitglied des Landtages";"Heinsberg";"112";"58";"55-64 J.";"Bernd Krückel";"Heinsberg I";"49,1";"Ja";"erststimme";"Direkt"
"66";"CDU";NA;"Ziegler";"Thomas";"1977";"m";"Gewerkschaftssekretär";"Essen";"113";"45";"45-54 J.";"Thomas Ziegler";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Dusdal";"Elisabeth";"1978";"w";"Kauffrau";"Marienheide";"114";"44";"35-44 J.";"Elisabeth Dusdal";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"44";"CDU";NA;"Blumenrath";"Peter";"1984";"m";"Versorgungsingenieur";"Düsseldorf";"115";"38";"35-44 J.";"Peter Blumenrath";NA;NA;"Nein";NA;"Direkt"
"16";"CDU";NA;"Welter";"Thomas-Josef";"1968";"m";"Immobilienunternehmer";"Köln";"116";"54";"45-54 J.";"Thomas-Josef Welter";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Czyz";"Monika Alexandra";"1999";"w";"Studentin";"Bochum";"117";"23";"15-24 J.";"Monika Alexandra Czyz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"107";"CDU";NA;"Schirmer";"Maurice";"1987";"m";"Referent für politische Kommunikation";"Bochum";"118";"35";"35-44 J.";"Maurice Schirmer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"111";"CDU";NA;"Flur";"Andreas";"1982";"m";"Key Account Manager";"Dortmund";"119";"40";"35-44 J.";"Andreas Flur";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Stelten";"Anna Maria";"1990";"w";"Dipl.-Rechtspflegerin (FH)";"Selfkant";"120";"32";"25-34 J.";"Anna Maria Stelten";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"62";"CDU";NA;"Dase";"Stefan";"1984";"m";"Polizist";"Duisburg";"121";"38";"35-44 J.";"Stefan Dase";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"26";"CDU";NA;"Grunwald";"Jonathan";"1983";"m";"Dipl.-Volkswirt, Referatleiter";"Bad Honnef";"122";"39";"35-44 J.";"Jonathan Grunwald";NA;NA;"Nein";NA;"Direkt"
NA;"CDU";NA;"Amazu";"Deborah";"1980";"w";"CTA, Fachkraft für Arbeitssicherheit";"Burbach";"123";"42";"35-44 J.";"Deborah Amazu";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"19";"CDU";NA;"Kaven";"Dominik";"1995";"m";"Angestellter";"Köln";"124";"27";"25-34 J.";"Dominik Kaven";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"33";"CDU";NA;"Herhausen";"Hans-Jörg";"1964";"m";"Unternehmer";"Wuppertal";"125";"58";"55-64 J.";"Hans-Jörg Herhausen";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Johann";"Isabell Miriam";"1978";"w";"Dipl.-Betriebswirtin (FH)";"Odenthal";"126";"44";"35-44 J.";"Isabell Miriam Johann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"70";"CDU";NA;"Langenkamp";"Manfred";"1979";"m";"Rektor";"Marl";"127";"43";"35-44 J.";"Manfred Langenkamp";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Wladarz";"Sebastian";"1975";"m";"Akademischer PR-Berater";"Ratingen";"128";"47";"45-54 J.";"Sebastian Wladarz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Aslan";"Leyla";"1962";"w";"Sozialarbeiterin, Kinderpflegerin";"Kreuztal";"129";"60";"55-64 J.";"Leyla Aslan";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Krüger";"Stephan";"1976";"m";"Wissenschaftlicher  Assistent";"Köln";"130";"46";"45-54 J.";"Stephan Krüger";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Schuhmann-Weßollek";"Helga Gisela";"1963";"w";"Dipl.-Kauffrau, Juristin";"Recklinghausen";"131";"59";"55-64 J.";"Helga Gisela Schuhmann-Weßollek";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Amelung";"Kathrin";"1981";"w";"Kfm. Angestellte";"Engelskirchen";"132";"41";"35-44 J.";"Kathrin Amelung";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Rilke-Haerst";"Veronika Katharina";"1952";"w";"Steuerberaterin";"Rösrath";"133";"70";"65-74 J.";"Veronika Katharina Rilke-Haerst";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";"Dr.";"Aßmann";"Barbara";"1966";"w";"Dipl.-Chemikerin";"Langenfeld";"134";"56";"55-64 J.";"Barbara Aßmann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"14";"DIE LINKE";"Dr.";"Butterwegge";"Carolin";"1974";"w";"Lehrkraft";"Köln";"1";"48";"45-54 J.";"Carolin Butterwegge";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"67";"DIE LINKE";NA;"El-Khatib";"Jules";"1991";"m";"Soziologe";"Essen";"2";"31";"25-34 J.";"Jules El-Khatib";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"39";"DIE LINKE";NA;"Eumann";"Nina";"1965";"w";"Steurfachwirtin";"Mülheim an der Ruhr";"3";"57";"55-64 J.";"Nina Eumann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"5";"DIE LINKE";NA;"Decruppe";"Hans";"1952";"m";"Rechtsanwalt";"Bergheim";"4";"70";"65-74 J.";"Hans Decruppe";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"DIE LINKE";NA;"Gabrysch";"Nicolin";"1976";"w";"Dipl.-Volkswirtin";"Köln";"5";"46";"45-54 J.";"Nicolin Gabrysch";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"43";"DIE LINKE";NA;"Koerbel-Landwehr";"Martin";"1959";"m";"Verwaltungsangestellter";"Mönchengladbach";"6";"63";"55-64 J.";"Martin Koerbel-Landwehr";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"116";"DIE LINKE";NA;"Kämpfe";"Rebekka";"1987";"w";"Studentin";"Wernde";"7";"35";"35-44 J.";"Rebekka Kämpfe";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"18";"DIE LINKE";NA;"Gerigk";"Kalle";"1959";"m";"Angestellter";"Köln";"8";"63";"55-64 J.";"Kalle Gerigk";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"68";"DIE LINKE";NA;"Swillus-Knöchel";"Cornelia";"1963";"w";"Tumordokumentarin";"Essen";"9";"59";"55-64 J.";"Cornelia Swillus-Knöchel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"72";"DIE LINKE";NA;"Matentzoglou";"Fotis";"1986";"m";"Angestellter";"Castrop-Rauxel";"10";"36";"35-44 J.";"Fotis Matentzoglou";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"110";"DIE LINKE";NA;"Köllner";"Wiebke";"1995";"w";"freiberufliche Pflegedozentin";"Bochum";"11";"27";"25-34 J.";"Wiebke Köllner";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"84";"DIE LINKE";NA;"Thoden";"Ulrich";"1973";"m";"Lehrer";"Münster";"12";"49";"45-54 J.";"Ulrich Thoden";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"1";"DIE LINKE";NA;"Baltic";"Sunaja";"1998";"w";"Studentin";"Aachen";"13";"24";"15-24 J.";"Sunaja Baltic";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"80";"DIE LINKE";NA;"Kock";"Felix";"1992";"m";"Krankenpfleger";"Greven";"14";"30";"25-34 J.";"Felix Kock";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"71";"DIE LINKE";NA;"Ellermann";"Lisa";"2002";"w";"Studentin";"Dorsten";"15";"20";"15-24 J.";"Lisa Ellermann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"77";"DIE LINKE";NA;"Feldhaus";"Nils";"2000";"m";"Auszubildender";"Gronau/OT Epe";"16";"22";"15-24 J.";"Nils Feldhaus";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"82";"DIE LINKE";NA;"Kölker";"Jennifer";"1985";"w";"Selbstständiger Fotografin/Künstlerin";"Recke";"17";"37";"35-44 J.";"Jennifer Kölker";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"20";"DIE LINKE";NA;"Voigt";"Sönke";"1998";"m";"Student";"Köln";"18";"24";"15-24 J.";"Sönke Voigt";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"63";"DIE LINKE";NA;"Peters";"Anabella";"1993";"w";"Angestellte";"Duisburg";"19";"29";"25-34 J.";"Anabella Peters";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"36";"DIE LINKE";NA;"Lange";"Peter";"1965";"m";"Angestellter";"Remscheid";"20";"57";"55-64 J.";"Peter Lange";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"117";"DIE LINKE";NA;"Wohlgemuth";"Katja";"1956";"w";"Sonderpädagogin";"Bergkamen";"21";"66";"65-74 J.";"Katja Wohlgemuth";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"24";"DIE LINKE";NA;"Köstering";"Jan";"1997";"m";"Student";"Nümbrecht";"22";"25";"25-34 J.";"Jan Köstering";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"13";"DIE LINKE";NA;"Fellinger";"Sofia";"2002";"w";"Studentin";"Köln";"23";"20";"15-24 J.";"Sofia Fellinger";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"57";"DIE LINKE";NA;"Rösen";"Christian";"1985";"m";"Student";"Dinslaken";"24";"37";"35-44 J.";"Christian Rösen";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"40";"DIE LINKE";NA;"Onori";"Birgit";"1967";"w";"Krankenschwester";"Velbert";"25";"55";"55-64 J.";"Birgit Onori";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"34";"DIE LINKE";NA;"Sörensen-Siebel";"Till";"1996";"m";"Student";"Wuppertal";"26";"26";"25-34 J.";"Till Sörensen-Siebel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"42";"DIE LINKE";NA;"Bartelmus-Scholich";"Edith";"1956";"w";"Rentnerin";"Krefeld";"27";"66";"65-74 J.";"Edith Bartelmus-Scholich";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"61";"DIE LINKE";NA;"Brachvogel";"Matthias";"1991";"m";"Softwareentwickler";"Duisburg";"28";"31";"25-34 J.";"Matthias Brachvogel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"58";"DIE LINKE";NA;"Bechert";"Manuela";"1981";"w";"Autorin/Journalistin";"Rheinberg";"29";"41";"35-44 J.";"Manuela Bechert";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"76";"DIE LINKE";NA;"Büning";"Frank";"1966";"m";"wissen. Mitarbeiter";"Bocholt";"30";"56";"55-64 J.";"Frank Büning";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"31";"FDP";"Dr.";"Stamp";"Joachim";"1970";"m";"Landesminister";"Bonn";"1";"52";"45-54 J.";"Joachim Stamp";NA;NA;"Ja";"zweitstimme";"Liste"
"16";"FDP";NA;"Gebauer";"Yvonne";"1966";"w";"Mitglied des Landtages, Landesministerin";"Köln";"2";"56";"55-64 J.";"Yvonne Gebauer";NA;NA;"Ja";"zweitstimme";"Liste"
"120";"FDP";NA;"Rasche";"Christof";"1962";"m";"Vorsitzender der FDP-Landtagsfraktion, Bankkaufmann";"Erwitte";"3";"60";"55-64 J.";"Christof Rasche";NA;NA;"Ja";"zweitstimme";"Liste"
"26";"FDP";"Prof. Dr.";"Pinkwart";"Andreas";"1960";"m";"Landesminister, Hochschullehrer";"Alfter";"4";"62";"55-64 J.";"Andreas Pinkwart";NA;NA;"Nein";NA;"Liste"
"123";"FDP";NA;"Freimuth";"Angela";"1966";"w";"Landtagsvizepräsidentin, Rechtsanwältin";"Düsseldorf";"5";"56";"55-64 J.";"Angela Freimuth";NA;NA;"Ja";"zweitstimme";"Liste"
"68";"FDP";NA;"Witzel";"Ralf";"1972";"m";"Dipl.-Kaufmann";"Düsseldorf";"6";"50";"45-54 J.";"Ralf Witzel";NA;NA;"Ja";"zweitstimme";"Liste"
"32";"FDP";NA;"Hafke";"Marcel";"1982";"m";"Mitglied des Landtages";"Wuppertal";"7";"40";"35-44 J.";"Marcel Hafke";NA;NA;"Ja";"zweitstimme";"Liste"
"101";"FDP";NA;"Lürbke";"Marc";"1977";"m";"Bankkaufmann, Mitglied des Landtages";"Paderborn";"8";"45";"45-54 J.";"Marc Lürbke";NA;NA;"Ja";"zweitstimme";"Liste"
"78";"FDP";NA;"Höne";"Henning";"1987";"m";"Industriekaufmann, M. Sc. Betriebswirtschaft";"Coesfeld";"9";"35";"35-44 J.";"Henning Höne";NA;NA;"Ja";"zweitstimme";"Liste"
"53";"FDP";NA;"Brockes";"Dietmar";"1970";"m";"Kaufmann, Mitglied des Landtages";"Brüggen";"10";"52";"45-54 J.";"Dietmar Brockes";NA;NA;"Ja";"zweitstimme";"Liste"
"3";"FDP";"Dr.";"Pfeil";"Werner";"1966";"m";"Rechtsanwalt";"Aachen";"11";"56";"55-64 J.";"Werner Pfeil";NA;NA;"Ja";"zweitstimme";"Liste"
"38";"FDP";NA;"Wedel";"Dirk";"1974";"m";"Staatssekretär";"Mettmann";"12";"48";"45-54 J.";"Dirk Wedel";NA;NA;"Nein";NA;"Liste"
"115";"FDP";NA;"Schneider";"Susanne";"1967";"w";"Krankenschwester,Pharmareferentin";"Schwerte";"13";"55";"55-64 J.";"Susanne Schneider";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"30";"FDP";NA;"Müller-Rech";"Franziska";"1985";"w";"Dipl.-Kauffrau (FH), Versicherungskauffrau";"Bonn";"14";"37";"35-44 J.";"Franziska Müller-Rech";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"110";"FDP";NA;"Nückel";"Thomas";"1962";"m";"Journalist";"Herne";"15";"60";"55-64 J.";"Thomas Nückel";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"39";"FDP";NA;"Steffen";"Alexander";"1993";"m";"Politikwissenschaftler";"Ratingen";"16";"29";"25-34 J.";"Alexander Steffen";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"87";"FDP";NA;"Diekhoff";"Markus";"1978";"m";"Mitglied des Landtages";"Drensteinfurt";"17";"44";"35-44 J.";"Markus Diekhoff";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"51";"FDP";NA;"Terhaag";"Andreas";"1968";"m";"Mitglied des Landtages";"Mönchengladbach";"18";"54";"45-54 J.";"Andreas Terhaag";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"41";"FDP";NA;"Matheisen";"Rainer";"1980";"m";"Kaufmann";"Düsseldorf";"19";"42";"35-44 J.";"Rainer Matheisen";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"97";"FDP";NA;"Hannen";"Martina";"1970";"w";"Mitglied des Landtages, Dozentin";"Lage";"20";"52";"45-54 J.";"Martina Hannen";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"13";"FDP";NA;"Deutsch";"Lorenz";"1969";"m";"Mitglied des Landtages";"Köln";"21";"53";"45-54 J.";"Lorenz Deutsch";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"9";"FDP";NA;"Lenzen";"Stefan";"1981";"m";"Mitglied des Landtages, Dipl.-Kaufmann (FH)";"Heinsberg";"22";"41";"35-44 J.";"Stefan Lenzen";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"64";"FDP";NA;"Mangen";"Christian";"1972";"m";"Rechtsanwalt";"Mülheim an der Ruhr";"23";"50";"45-54 J.";"Christian Mangen";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"88";"FDP";NA;"Beihl";"Daniela";"1984";"w";"Politik- und Kommunikationswissenschaftlerin";"Espelkamp";"24";"38";"35-44 J.";"Daniela Beihl";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"55";"FDP";NA;"Haupt";"Stephan";"1970";"m";"Bautechniker";"Bedburg-Hau";"25";"52";"45-54 J.";"Stephan Haupt";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"27";"FDP";NA;"Freynick";"Jörn";"1982";"m";"Mitglied des Landtages";"Bornheim";"26";"40";"35-44 J.";"Jörn Freynick";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"118";"FDP";NA;"Reuter";"Ulrich";"1964";"m";"Verlagskaufmann, Mitglied des Landtages";"Hamm";"27";"58";"55-64 J.";"Ulrich Reuter";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"126";"FDP";NA;"Weigel";"Andreas";"1991";"m";"Wirtschaftsinformatiker";"Wilnsdorf";"28";"31";"25-34 J.";"Andreas Weigel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"1";"FDP";NA;"Cormann";"Claudia";"1963";"w";"TV Redakteurin, Reporterin";"Aachen";"29";"59";"55-64 J.";"Claudia Cormann";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"83";"FDP";NA;"Kemler";"Maximilian";"1989";"m";"Geschäftsführer";"Münster";"30";"33";"25-34 J.";"Maximilian Kemler";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"46";"FDP";NA;"Schumacher";"Markus";"1984";"m";"Dipl.-Kaufmann, Oberregierungsrat";"Grevenbroich";"31";"38";"35-44 J.";"Markus Schumacher";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"20";"FDP";NA;"Franke";"Petra";"1983";"w";"Referentin";"Leverkusen";"32";"39";"35-44 J.";"Petra Franke";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"49";"FDP";NA;"Dick";"Daniel";"1980";"m";"Politikwissenschaftler";"Krefeld";"33";"42";"35-44 J.";"Daniel Dick";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"56";"FDP";NA;"Hoff";"Marc-Oliver";"1970";"m";"Politischer Referent";"Oberhausen";"34";"52";"45-54 J.";"Marc-Oliver Hoff";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"93";"FDP";NA;"Detlefsen";"Kai";"1973";"m";"Polizeibeamter";"Bielefeld";"35";"49";"45-54 J.";"Kai Detlefsen";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"105";"FDP";NA;"Westermann";"Jenny";"1987";"w";"Betriebswirtin";"Wetter (Ruhr)";"36";"35";"35-44 J.";"Jenny Westermann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"113";"FDP";NA;"Buxmann";"Xenia";"1991";"w";"Dozentin für Deutsch als Fremdsprache";"Dortmund";"37";"31";"25-34 J.";"Xenia Buxmann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"23";"FDP";NA;"Pizzato";"Annette";"1968";"w";"Kfm. Angestellte";"Radevormwald";"38";"54";"45-54 J.";"Annette Pizzato";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"35";"FDP";NA;"Brattig";"Nina";"1966";"w";"Selbstständig";"Solingen";"39";"56";"55-64 J.";"Nina Brattig";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"102";"FDP";NA;"Hörr";"Friedrich-Wilhelm";"1958";"m";"Selbstständiger Großhandelskaufmann";"Nieheim";"40";"64";"55-64 J.";"Friedrich-Wilhelm Hörr";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"81";"FDP";NA;"Harmsen";"Beate";"1969";"w";"Kfm. Angestellte";"Emsdetten";"41";"53";"45-54 J.";"Beate Harmsen";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"60";"FDP";NA;"Borges";"Constantin";"1995";"m";"Bankkaufmann";"Moers";"42";"27";"25-34 J.";"Constantin Borges";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"8";"FDP";NA;"Schorn";"Frederik";"1991";"m";"Angestellter im öffentlichen Dienst";"Weilerswist";"43";"31";"25-34 J.";"Frederik Schorn";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"125";"FDP";"Dr.";"Köhne";"Jobst";"1963";"m";"Dipl.-Physiker";"Meschede";"44";"59";"55-64 J.";"Jobst Köhne";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"42";"FDP";"Dr.";"Rachner";"Christine";"1968";"w";"Ärztin";"Düsseldorf";"45";"54";"45-54 J.";"Christine Rachner";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"69";"FDP";"Dr.";"Leson";"Christian";"1974";"m";"Dipl.-Biochemiker";"Oer-Erkenschwick";"46";"48";"45-54 J.";"Christian Leson";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"96";"FDP";NA;"Seidel";"Berit";"1991";"w";"Volljuristin";"Rheda-Wiedenbrück";"47";"31";"25-34 J.";"Berit Seidel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"21";"FDP";"Dr.";"Engel";"Alexander-Simon";"1992";"m";"Zahnarzt";"Bergisch Gladbach";"48";"30";"25-34 J.";"Alexander-Simon Engel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"103";"FDP";NA;"Hegenberg";"Peter";"1964";"m";"Zahnarzt";"Hagen";"49";"58";"55-64 J.";"Peter Hegenberg";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"79";"FDP";NA;"Schäfer";"Sabine";"1975";"w";"Lehrerin";"Lüdinghausen";"50";"47";"45-54 J.";"Sabine Schäfer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"61";"FDP";NA;"Schulze Lohoff";"Kira";"1995";"w";"Juristin";"Duisburg";"51";"27";"25-34 J.";"Kira Schulze Lohoff";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"36";"FDP";NA;"Clever";"Torben";"1987";"m";"Pädagoge";"Remscheid";"52";"35";"35-44 J.";"Torben Clever";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"112";"FDP";NA;"Mehrer";"Nils";"2001";"m";"Student";"Dortmund";"53";"21";"15-24 J.";"Nils Mehrer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"66";"FDP";NA;"Müller";"Heiko";"1961";"m";"Polizeibeamter";"Essen";"54";"61";"55-64 J.";"Heiko Müller";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"128";"FDP";NA;"Stamm";"Colin";"2001";"m";"Student";"Münster";"55";"21";"15-24 J.";"Colin Stamm";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"15";"FDP";NA;"Westphal";"Maria";"1984";"w";"Oberstudienrätin";"Köln";"56";"38";"35-44 J.";"Maria Westphal";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"107";"FDP";NA;"Beck";"Léon";"1995";"m";"Referent Social Media, Student";"Bochum";"57";"27";"25-34 J.";"Léon Beck";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"48";"FDP";NA;"Stelzhammer";"Laura";"1993";"w";"Juristin";"Düsseldorf";"58";"29";"25-34 J.";"Laura Stelzhammer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"44";"FDP";NA;"Litzius";"Laura";"1994";"w";"Gesundheits- und Krankenpflege";"Düsseldorf";"59";"28";"25-34 J.";"Laura Litzius";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"2";"FDP";NA;"Cierniak";"Philip";"1996";"m";"Student";"Aachen";"60";"26";"25-34 J.";"Philip Cierniak";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"7";"FDP";NA;"Molitor";"Gabriele";"1962";"w";"PR-Journalistin";"Erftstadt";"61";"60";"55-64 J.";"Gabriele Molitor";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"104";"FDP";NA;"Böhler";"Daniel";"2000";"m";"Student der Politikwissenschaft";"Ennepetal";"62";"22";"15-24 J.";"Daniel Böhler";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"47";"FDP";NA;"Kell";"Simon";"1992";"m";"IT-Projektmanager";"Jüchen";"63";"30";"25-34 J.";"Simon Kell";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"28";"FDP";NA;"Heisters";"Diana";"1977";"w";"Fachkrankenschwester für Anästhesie";"Niederkassel";"64";"45";"45-54 J.";"Diana Heisters";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"109";"FDP";NA;"Christofor";"Robert";"2001";"m";"Student";"Bochum";"65";"21";"15-24 J.";"Robert Christofor";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"12";"FDP";NA;"Griskewitz";"Jan";"1997";"m";"Selbständiger Mediengestalter";"Schleiden";"66";"25";"25-34 J.";"Jan Griskewitz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"18";"FDP";NA;"Urmetzer";"Marc";"1991";"m";"Glaser";"Köln";"67";"31";"25-34 J.";"Marc Urmetzer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"92";"FDP";NA;"Knauf";"Leo";"2001";"m";"Student";"Bielefeld";"68";"21";"15-24 J.";"Leo Knauf";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"14";"FDP";"Dr.";"Ritter";"Eva-Maria";"1971";"w";"Praxismanagement und Kommunikation";"Köln";"69";"51";"45-54 J.";"Eva-Maria Ritter";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"43";"FDP";NA;"Masberg-Eikelau";"Daniela";"1974";"w";"Rechtsanwältin";"Düsseldorf";"70";"48";"45-54 J.";"Daniela Masberg-Eikelau";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"111";"FDP";NA;"Närdemann";"Melina";"1999";"w";"Studentin";"Dortmund";"71";"23";"15-24 J.";"Melina Närdemann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"19";"FDP";NA;"Uckrow";"Klaus";"1961";"m";"Journalist";"Köln";"72";"61";"55-64 J.";"Klaus Uckrow";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"85";"FDP";NA;"Belau";"Linda";"1993";"w";"Lehramtsanwärterin";"Münster";"73";"29";"25-34 J.";"Linda Belau";NA;NA;"Nein";NA;"nicht
ge-
wählt"
